date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-11-22 00:00:00,14.3,8.4,20.4,0,,,15.8,29.6,1016.2,292
2023-11-23 00:00:00,11,6.6,17.5,0,,,16.7,29.6,1021.3,358
2023-11-24 00:00:00,13.2,9.1,21.2,0,,,21.9,35.2,1013.4,339
2023-11-25 00:00:00,13.2,10.3,16,0,,,14.4,25.9,1013.8,115
2023-11-26 00:00:00,12.2,9.9,15,0,,,8.7,20.4,1017.4,137
2023-11-27 00:00:00,11.9,8.3,15.9,0,,,12.9,27.8,1012.1,115
2023-11-28 00:00:00,12.7,10.1,18.1,0,,,11.8,29.6,1007.3,188
2023-11-29 00:00:00,12.5,10.5,15.4,0,,,8,20.4,1007.7,65
2023-11-30 00:00:00,15,9.9,21,0,,,15.9,44.5,1001.4,178
2023-12-01 00:00:00,15.4,10.3,18.9,0,,,15.5,42.6,997.6,3
2023-12-02 00:00:00,11.4,8.5,15.2,0,,,11.6,37,1010.7,272
2023-12-03 00:00:00,8.9,6.3,13.5,0,,,13.1,24.1,1021.1,183
2023-12-04 00:00:00,10.9,7.3,14.9,0,,,15.7,46.3,1015.2,222
2023-12-05 00:00:00,9.8,7.2,14,0,,,11.8,29.6,1016.5,202
2023-12-06 00:00:00,9.2,6.4,14.2,0,,,13.6,22.2,1017.3,172
2023-12-07 00:00:00,9.9,4.7,15.2,1.1,,,18.2,33.3,1018.1,187
2023-12-08 00:00:00,12.7,9.8,16.6,0,,,11.3,31.5,1013.6,147
2023-12-09 00:00:00,11.7,7.9,16.7,0,,,18.1,35.2,1019.7,175
2023-12-10 00:00:00,13.6,9.5,19.1,0,,,15,29.6,1021.5,228
2023-12-11 00:00:00,14.2,10.8,20,0,,,10.1,38.9,1018.8,200
2023-12-12 00:00:00,14.8,10,19.7,0,,,5.9,42.6,1014.1,183
2023-12-13 00:00:00,15.2,12,16.8,0,,,19.5,57.4,1009.4,109
2023-12-14 00:00:00,13.4,9.2,18.1,0,,,22.5,38.9,1018.3,290
2023-12-15 00:00:00,10.8,8,17,0,,,12.7,25.9,1030.9,335
2023-12-16 00:00:00,9.5,6,15.5,0,,,16.1,22.2,1036,316
2023-12-17 00:00:00,7.9,3.6,13.7,0,,,15.9,24.1,1037.8,346
2023-12-18 00:00:00,7.7,2.7,14.4,0,,,14.8,27.8,1035.2,347
2023-12-19 00:00:00,10.1,6,17.9,0,,,18.1,31.5,1028.1,350
2023-12-20 00:00:00,9.1,5.8,14.3,0,,,17,29.6,1021.3,137
2023-12-21 00:00:00,10.3,6.1,15.9,0,,,11.6,25.9,1021.4,302
2023-12-22 00:00:00,14.3,10.4,18.9,0,,,12.6,29.6,1020.5,314
2023-12-23 00:00:00,11.2,8.1,15.6,0,,,15.5,29.6,1023.9,317
2023-12-24 00:00:00,9.3,5.8,14.8,0,,,18,29.6,1023.6,331
2023-12-25 00:00:00,8.2,4.3,14.8,0,,,13.1,29.6,1021.9,339
2023-12-26 00:00:00,8.8,4.7,15.5,0,,,14.6,29.6,1021.9,342
2023-12-27 00:00:00,8.8,3.9,16,0,,,17,27.8,1023.6,352
2023-12-28 00:00:00,8,3.5,15,0,,,11.6,27.8,1025.2,143
2023-12-29 00:00:00,9.1,6.2,14.2,0,,,12.9,27.8,1022.8,79
2023-12-30 00:00:00,8.9,4.3,15.8,0,,,14.7,25.9,1020,242
2023-12-31 00:00:00,10.9,6,17.2,0,,,11,40.8,1015.4,216
