Seccio_censal,Districte,Municipi,Data,Tipus_us,Numero_de_comptadors,Consum_litres_per_dia
801902001,2,BARCELONA,2023-01-01 00:00:00,Industrial,9,28469
801902001,2,BARCELONA,2023-01-02 00:00:00,Industrial,9,38675
801902001,2,BARCELONA,2023-01-03 00:00:00,Industrial,9,33963
801902001,2,BARCELONA,2023-01-04 00:00:00,Industrial,9,41862
801902001,2,BARCELONA,2023-01-05 00:00:00,Industrial,9,35495
801902001,2,BARCELONA,2023-01-06 00:00:00,Industrial,9,35425
801902001,2,BARCELONA,2023-01-07 00:00:00,Industrial,9,34337
801902001,2,BARCELONA,2023-01-08 00:00:00,Industrial,9,31266
801902001,2,BARCELONA,2023-01-09 00:00:00,Industrial,9,48292
801902001,2,BARCELONA,2023-01-10 00:00:00,Industrial,9,36137
801902001,2,BARCELONA,2023-01-11 00:00:00,Industrial,9,26424
801902001,2,BARCELONA,2023-01-12 00:00:00,Industrial,9,38524
801902001,2,BARCELONA,2023-01-13 00:00:00,Industrial,9,38396
801902001,2,BARCELONA,2023-01-14 00:00:00,Industrial,9,32331
801902001,2,BARCELONA,2023-01-15 00:00:00,Industrial,9,31000
801902001,2,BARCELONA,2023-01-16 00:00:00,Industrial,9,33719
801902001,2,BARCELONA,2023-01-17 00:00:00,Industrial,9,34253
801902001,2,BARCELONA,2023-01-18 00:00:00,Industrial,9,33506
801902001,2,BARCELONA,2023-01-19 00:00:00,Industrial,9,32007
801902001,2,BARCELONA,2023-01-20 00:00:00,Industrial,9,33649
801902001,2,BARCELONA,2023-01-21 00:00:00,Industrial,9,26850
801902001,2,BARCELONA,2023-01-22 00:00:00,Industrial,9,32844
801902001,2,BARCELONA,2023-01-23 00:00:00,Industrial,9,37256
801902001,2,BARCELONA,2023-01-24 00:00:00,Industrial,9,47991
801902001,2,BARCELONA,2023-01-25 00:00:00,Industrial,9,33336
801902001,2,BARCELONA,2023-01-26 00:00:00,Industrial,9,32694
801902001,2,BARCELONA,2023-01-27 00:00:00,Industrial,9,33774
801902001,2,BARCELONA,2023-01-28 00:00:00,Industrial,9,28618
801902001,2,BARCELONA,2023-01-29 00:00:00,Industrial,9,35531
801902001,2,BARCELONA,2023-01-30 00:00:00,Industrial,9,26693
801902001,2,BARCELONA,2023-01-31 00:00:00,Industrial,9,33605
801902001,2,BARCELONA,2023-02-01 00:00:00,Industrial,9,31965
801902001,2,BARCELONA,2023-02-02 00:00:00,Industrial,9,30260
801902001,2,BARCELONA,2023-02-03 00:00:00,Industrial,9,15649
801902001,2,BARCELONA,2023-02-04 00:00:00,Industrial,9,12262
801902001,2,BARCELONA,2023-02-05 00:00:00,Industrial,9,12432
801902001,2,BARCELONA,2023-02-06 00:00:00,Industrial,9,24623
801902001,2,BARCELONA,2023-02-07 00:00:00,Industrial,9,12667
801902001,2,BARCELONA,2023-02-08 00:00:00,Industrial,9,16795
801902001,2,BARCELONA,2023-02-09 00:00:00,Industrial,9,16371
801902001,2,BARCELONA,2023-02-10 00:00:00,Industrial,9,25800
801902001,2,BARCELONA,2023-02-11 00:00:00,Industrial,9,10831
801902001,2,BARCELONA,2023-02-12 00:00:00,Industrial,9,11178
801902001,2,BARCELONA,2023-02-13 00:00:00,Industrial,9,15697
801902001,2,BARCELONA,2023-02-14 00:00:00,Industrial,9,18829
801902001,2,BARCELONA,2023-02-15 00:00:00,Industrial,9,16929
801902001,2,BARCELONA,2023-02-16 00:00:00,Industrial,9,15701
801902001,2,BARCELONA,2023-02-17 00:00:00,Industrial,9,14124
801902001,2,BARCELONA,2023-02-18 00:00:00,Industrial,9,11117
801902001,2,BARCELONA,2023-02-19 00:00:00,Industrial,9,10592
801902001,2,BARCELONA,2023-02-20 00:00:00,Industrial,9,14533
801902001,2,BARCELONA,2023-02-21 00:00:00,Industrial,9,15488
801902001,2,BARCELONA,2023-02-22 00:00:00,Industrial,9,15370
801902001,2,BARCELONA,2023-02-23 00:00:00,Industrial,9,15823
801902001,2,BARCELONA,2023-02-24 00:00:00,Industrial,9,14366
801902001,2,BARCELONA,2023-02-25 00:00:00,Industrial,9,11596
801902001,2,BARCELONA,2023-02-26 00:00:00,Industrial,9,15847
801902001,2,BARCELONA,2023-02-27 00:00:00,Industrial,9,17993
801902001,2,BARCELONA,2023-02-28 00:00:00,Industrial,9,15546
801902001,2,BARCELONA,2023-03-01 00:00:00,Industrial,9,24293
801902001,2,BARCELONA,2023-03-02 00:00:00,Industrial,9,18218
801902001,2,BARCELONA,2023-03-03 00:00:00,Industrial,9,17959
801902001,2,BARCELONA,2023-03-04 00:00:00,Industrial,9,11680
801902001,2,BARCELONA,2023-03-05 00:00:00,Industrial,9,12535
801902001,2,BARCELONA,2023-03-06 00:00:00,Industrial,9,16880
801902001,2,BARCELONA,2023-03-07 00:00:00,Industrial,9,19411
801902001,2,BARCELONA,2023-03-08 00:00:00,Industrial,8,17040
801902001,2,BARCELONA,2023-03-09 00:00:00,Industrial,8,15799
801902001,2,BARCELONA,2023-03-10 00:00:00,Industrial,8,14870
801902001,2,BARCELONA,2023-03-11 00:00:00,Industrial,8,12218
801902001,2,BARCELONA,2023-03-12 00:00:00,Industrial,8,17197
801902001,2,BARCELONA,2023-03-13 00:00:00,Industrial,8,18715
801902001,2,BARCELONA,2023-03-14 00:00:00,Industrial,8,17392
801902001,2,BARCELONA,2023-03-15 00:00:00,Industrial,8,19274
801902001,2,BARCELONA,2023-03-16 00:00:00,Industrial,8,15705
801902001,2,BARCELONA,2023-03-17 00:00:00,Industrial,8,15568
801902001,2,BARCELONA,2023-03-18 00:00:00,Industrial,8,12512
801902001,2,BARCELONA,2023-03-19 00:00:00,Industrial,8,16960
801902001,2,BARCELONA,2023-03-20 00:00:00,Industrial,8,17404
801902001,2,BARCELONA,2023-03-21 00:00:00,Industrial,8,16566
801902001,2,BARCELONA,2023-03-22 00:00:00,Industrial,8,14784
801902001,2,BARCELONA,2023-03-23 00:00:00,Industrial,8,16201
801902001,2,BARCELONA,2023-03-24 00:00:00,Industrial,8,15704
801902001,2,BARCELONA,2023-03-25 00:00:00,Industrial,8,12877
801902001,2,BARCELONA,2023-03-26 00:00:00,Industrial,8,12116
801902001,2,BARCELONA,2023-03-27 00:00:00,Industrial,8,15936
801902001,2,BARCELONA,2023-03-28 00:00:00,Industrial,8,12935
801902001,2,BARCELONA,2023-03-29 00:00:00,Industrial,8,13452
801902001,2,BARCELONA,2023-03-30 00:00:00,Industrial,8,445318
801902001,2,BARCELONA,2023-03-31 00:00:00,Industrial,8,189866
801902001,2,BARCELONA,2023-04-01 00:00:00,Industrial,8,15528
801902001,2,BARCELONA,2023-04-02 00:00:00,Industrial,8,14346
801902001,2,BARCELONA,2023-04-03 00:00:00,Industrial,8,21174
801902001,2,BARCELONA,2023-04-04 00:00:00,Industrial,8,17387
801902001,2,BARCELONA,2023-04-05 00:00:00,Industrial,8,17437
801902001,2,BARCELONA,2023-04-06 00:00:00,Industrial,8,14781
801902001,2,BARCELONA,2023-04-07 00:00:00,Industrial,8,14905
801902001,2,BARCELONA,2023-04-08 00:00:00,Industrial,8,17526
801902001,2,BARCELONA,2023-04-09 00:00:00,Industrial,8,5818
801902001,2,BARCELONA,2023-04-10 00:00:00,Industrial,8,28450
801902001,2,BARCELONA,2023-04-11 00:00:00,Industrial,8,19073
801902001,2,BARCELONA,2023-04-12 00:00:00,Industrial,8,8108
801902001,2,BARCELONA,2023-04-13 00:00:00,Industrial,8,19392
801902001,2,BARCELONA,2023-04-14 00:00:00,Industrial,8,19754
801902001,2,BARCELONA,2023-04-15 00:00:00,Industrial,8,24022
801902001,2,BARCELONA,2023-04-16 00:00:00,Industrial,8,14773
801902001,2,BARCELONA,2023-04-17 00:00:00,Industrial,8,19213
801902001,2,BARCELONA,2023-04-18 00:00:00,Industrial,8,21144
801902001,2,BARCELONA,2023-04-19 00:00:00,Industrial,8,21934
801902001,2,BARCELONA,2023-04-20 00:00:00,Industrial,8,11380
801902001,2,BARCELONA,2023-04-21 00:00:00,Industrial,8,11814
801902001,2,BARCELONA,2023-04-22 00:00:00,Industrial,8,6840
801902001,2,BARCELONA,2023-04-23 00:00:00,Industrial,8,1722
801902001,2,BARCELONA,2023-04-24 00:00:00,Industrial,8,18413
801902001,2,BARCELONA,2023-04-25 00:00:00,Industrial,8,15933
801902001,2,BARCELONA,2023-04-26 00:00:00,Industrial,8,16475
801902001,2,BARCELONA,2023-04-27 00:00:00,Industrial,8,135190
801902001,2,BARCELONA,2023-04-28 00:00:00,Industrial,8,185495
801902001,2,BARCELONA,2023-04-29 00:00:00,Industrial,8,195263
801902001,2,BARCELONA,2023-04-30 00:00:00,Industrial,8,184046
